MUV-466,MUV-548,MUV-600,MUV-644,MUV-652,MUV-689,MUV-692,MUV-712,MUV-713,MUV-733,MUV-737,MUV-810,MUV-832,MUV-846,MUV-852,MUV-858,MUV-859,mol_id,smiles

,,0,,,,,,,,,,,,,,,CID973571,O=c1nc(CSCc2ccccc2Cl)[nH][nH]1

,,,0,0,,,,,,,,,,,,0,CID973573,Nc1nc(COc2ccc3ccccc3c2)cs1

,0,0,,,,,0,,0,,,,,,,,CID5307829,Cc1oc(-c2ccccc2F)nc1CS(=O)(=O)CC(=O)N1CCc2ccccc2C1

,,,,,,,,,,,,,,,0,,CID5307828,CCc1ccc(C2CC(c3ccccc3Cl)N=C3N=C(N)NN32)cc1

0,,,0,,,,,,,0,,,,,,,CID5307825,Cc1c(Cl)cccc1NC(=O)CN1C(=O)CSc2ncccc21

0,0,,,,,0,0,,,,,,,,,,CID5307824,Cc1ccc2c(c1)NC(=O)C(CC(=O)NCCCN1CCCC1=O)O2

,0,,,,,,,,,,,0,,,,,CID5307826,Cc1ccc(CNC(=O)c2cc3c(-c4ccc(Cl)cc4)nn(C)c3s2)o1

,,0,,,0,,0,,,,,,,,0,,CID5307820,CC1CCc2nn(CC(=O)NC3CCCC3)cc2C1

0,,0,0,,,,0,,,0,,,,,,,CID5307823,CCc1ccccc1NC1c2ccccc2C(=O)N1Cc1ccco1

,,0,,,,,,0,,,,,,,,,CID5307822,CCN1CCN(C(=O)c2cc3c(s2)-c2ccccc2S(=O)(=O)C3)CC1

,,,,,,,,,,,,,0,,,,CID888782,CCOC(=O)c1ccc(NC(=S)NCCc2ccccc2F)cc1

0,0,,0,0,,,,,,0,,,,,0,0,CID888783,O=C(Nc1ccccc1)N1CCN(c2nc3ccccc3s2)CC1

,,,,,,,,,,,,,,0,,,CID5378380,CCOC(=O)C1(C)/C(=N/Nc2ccccc2)C(=O)C(=O)N1c1ccccc1

,,,,,0,,,,,,,,,,,,CID5342106,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc([N+](=O)[O-])o3)c(=O)n2C1c1ccc(C)cc1

,,,,,,,,,,,,,0,,,,CID4258341,CC1CC1C(=O)OCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1

,,,,,0,,,,,,,,,,,,CID2273921,COCCCNC(=O)C(=O)NCCc1ccc(OC)c(OC)c1

,,,,,0,,,,,,,,,,,,CID3299387,O=C1C(c2ccc(F)cc2)N(CC2COc3ccccc3O2)C(=O)CN1C1CCCCC1

,,,0,0,,,,,,0,,,,,,,CID1267694,Cc1cc(S(=O)(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc(C)c1N1CCCC1=O

0,0,,,,,0,,,0,,,0,,,,,CID3337780,CCC1CCCCN1Cc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCc1ccccc1

,,,,,,,,,,,0,,,0,,,CID2218351,COc1ccc(/C=N/NC(=O)c2nc(-c3ccccc3)cc(-c3ccccc3)n2)cc1

,,,,,,,,,,,0,,,,,,CID560762,CNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1

,,,,,,,,,,,,,0,,,,CID560765,NC(=O)Cc1nc(-c2ccc(Br)cc2)cs1

,,,,0,,,,,,,,,,,,,CID2116892,CC(=O)Nc1ccc(S(=O)(=O)c2c(N)n(CCN3CCOCC3)c3nc4ccccc4nc23)cc1

,,,,,,,,,,,,,0,,,,CID6323808,COc1ccc(Oc2cc(C)nc(Cl)n2)nn1

,,,,,,,0,,,,,0,,,0,,CID1150234,COc1ccc(OC)c(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)c1

,,,,,,,,,,,0,,,,,,CID3133181,COc1ccc(C2C(C(C)=O)=C(Nc3ccccc3)CC(C)(O)C2C(C)=O)cc1OC

,,,,,,,,,,,,,0,,,,CID7080712,O=c1cc(N2CCN(c3ccc(F)cc3)CC2)[nH]c(=O)n1Cc1ccc(F)cc1

,,,,,,0,,,,,,0,,,,,CID647442,Cc1cc2c(=O)n(NC(N)=O)c(C)nc2s1

0,0,,,0,,0,0,,,0,,,,,,,CID2084670,Cc1ccc(C)c(-n2nnnc2SCC(=O)NCCC2=CCCCC2)c1

,0,,,,,,,,,,,,,,,,CID5390046,COc1ccc(C2C3=C(NN/C3=C3\C=C(Cl)C(C)=CC3=O)C(=O)N2Cc2cccnc2)cc1OC

,,0,,,,,0,,,,,0,,,,,CID5390045,CNC(SCc1ccccc1)=C1C(=O)N(C)C(=O)N(C)C1=O

,0,,0,,,,,,,,,,,,,,CID699701,Nc1ccccc1SCc1cn2ccccc2n1

,0,,,,,,,,,,,0,,,0,,CID699704,CCC(=O)Nc1ccc(OC)cc1OC

0,,0,,,,,,,0,,,,,,,0,CID2999632,COc1ccc(C(C(O)C(=O)c2c[nH]c3ccccc23)N2CCN(c3ccccc3)CC2)cc1

,,,,,,,,0,,,,,,0,,,CID1832862,CCOC(=O)CC(=O)CSCC(=O)Nc1ccc(C)cc1

,,,,,0,,,,,,,,,,,,CID731043,C=CCN(CC=C)Cc1c(C)[nH]c2ccc(C(=O)OCC)cc2c1=O

,,,,,,,,,,,,0,,,,,CID5769461,Cc1ccc2c(c1)=NC(=O)/C(=C1/N=C(C3CCCO3)ON1)C=2

,0,,,0,,,,,,,,,,,,,CID648658,CCc1nnc(NC(=O)CSc2nnc3ncccn23)s1

0,,0,,,,,,,,,,,,,0,0,CID647447,O=C(CN1C2CCC1CC(O)(c1cccnc1)C2)Nc1ccc2c(c1)OCO2

,,,,,0,,,,,,,,,,,,CID739219,CCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1

,,,,,0,,,,,,0,,0,,,,CID5390041,COCCOC(=O)C1=C(C)N=C2N=C(C)NN2C1c1ccc(F)cc1

,,,,0,,0,,0,,,,,0,,,,CID2960779,C=CCSc1nnc(NC(=O)c2ccc(S(=O)(=O)NCC3CCCO3)cc2)s1

,,,,,0,,,,,,,,,,,,CID959225,Cc1ccccc1NC(=O)CSCc1ccccc1

,,,,,,,,,,0,0,,,,,,CID1535106,Cc1cc2cc(NC(=O)c3ccco3)ccc2[nH]1

,,,,,,,,,,,0,,,,,,CID867801,Cc1cc(Nc2ccccc2)n(C(=O)c2ccccc2)n1

,,,,,,,,,,,,,,0,,,CID2189101,CCc1ccc(C(=O)/C=C/NCc2ccc(F)cc2)cc1

,,,,,,,,,,0,,,0,,,,CID1472733,Cc1nnc(-c2cnn(C)c2N)n1Cc1cccc(Cl)c1

,,,,,,,,,,,,,,0,,,CID1083179,O=Cc1c(NCc2ccco2)nc2ccccn2c1=O

,0,0,,,,,,,,,,,,,,,CID3245736,COc1ccc(-n2nc(C(=O)NCC(=O)NCC3CCCO3)c3ccccc3c2=O)c(OC)c1

,,,,,,,,,,,0,0,,,,,CID3245734,CCOC(=O)c1nnn(CC(=O)Nc2cc(Cl)ccc2C)c1C(=O)OCC

,,,,,,,,,,,,,0,,0,,CID3245735,CC(NC(=O)c1cc(-c2ccc(Br)cc2)on1)c1ccccc1

,,,,,,,0,,,0,,,,,,0,CID3245732,O=C(Cn1cccc1)N1CCc2ccccc21

,,,,,,,,,,,,,,,0,,CID3245733,COc1ccc(NC(=O)CCn2cccc2)cc1

,0,,,,,,,,,,,0,,,,,CID3245731,CCOC(=O)c1cc(-c2ccccc2)n(CCCC(=O)O)c1C

,,,,0,,,0,,,,,,,,,,CID333140,CC1(C)CC(=O)C=C(NCCO)C1

,,,,0,,0,0,,,,,,0,,,,CID3245738,CCC(C)(C(=O)NC1CCCC1)N(C(=O)c1ccccn1)c1ccccc1

,,,,0,0,,,,,,,,,,,,CID3245739,COc1ccc(S(=O)(=O)NCc2ccc(C(=O)N3CCC4(CC3)OCCO4)cc2)cc1

,,,,,0,,,,,,,,,,,,CID2828745,CC1(C)SSC(=O)C1NC(=O)c1ccccc1

,,,,0,,,,,,,,,,,,,CID2828747,CC(=O)SC(C)CC(=O)Nc1ccccc1

,0,,,,,,0,,,,,0,,,,,CID5390049,O=c1oc2c(CN3CCOCC3)c(O)ccc2c2c1CCC2

,,,,,,,,,,,0,,,,,,CID2830313,O=C(NCc1ccccc1)/C(NC(=O)c1ccccc1)=C(/Sc1ccccn1)c1ccccc1

,,,,,,,,,,,0,,,,,,CID5390048,CCSC1=NC2=NC3=C(C(=O)CCC3)C(c3cccc(F)c3)N2N1

,0,0,,0,,,,0,0,,,,,0,,,CID1803129,COCCSc1ccccc1C(=O)Nc1nccs1

,,,,,,,,,,,,,0,,,,CID1803128,COCCSc1ccccc1C(=O)Nc1ccc(Cl)cn1

,,,,,0,,,,,,,,,,,,CID2223062,O=C(NCCOc1ccccc1Cl)c1cccc2ccccc12

,,,,,,,,,,,,,0,,,,CID2504960,Cc1cc(SCC(=O)NCCN2C(=O)CSC2=O)nc2c(C)cccc12

,,,,,,,,,0,0,,,,,,,CID986005,O=C1CC(=C2c3ccccc3-c3ccccc32)C(=O)N1CCN1CCN(c2ccccc2)CC1

,,,,,0,,,,,,,,,,,,CID2870821,O=[N+]([O-])c1ccc(Cl)cc1NCCc1ccccc1

,,,,,,,,,,,,,,0,,,CID5141739,CCC(CC)NC(=O)COc1ccc(OC)cc1C=O

,,,,,,,,,0,0,0,,,0,,,CID1225247,COC(=O)c1cc(NC(=O)c2cc(C)oc2C)cc(C(=O)OC)c1

,,,,,,,,1,,,,,,,,,CID9550557,O=C(NNC(=O)c1ccc(SCC2CCCO2)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1

,,,,,,,,,,,0,,,,,,CID1216394,CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)Oc2cccc(-c3cnc4ccccc4n3)c2)c1

,,,,,0,,,,,,,,,,,,CID9550554,CC1CCN(CC(C)CNC(=O)c2cc(-c3ccccn3)nc3ccccc23)CC1

,,,,,,,,,0,0,,,,,,,CID1216392,Cc1ccc(C(=O)NCc2ccco2)cc1S(=O)(=O)N1CCOCC1

,,,,,,,,,,,,,0,,,,CID9550550,Cc1cc(N2CCCCC2)nc2ccc(NC(=O)c3ccc(Br)o3)cc12

,,,,,,,,,,,,,0,,,,CID2489391,CC(C)OCCCn1c(SCC(=O)N2CCc3ccccc32)nc2ccccc2c1=O

,,0,0,,,,,,,,,,,,,,CID2963489,CCOCCCn1c(=N)c(C(=O)Nc2cc(C)on2)cc2c(=O)n3ccccc3nc21

,,,,,,,,0,,,,,,,,,CID2842815,CC(C)OCC(O)CS(=O)(=O)Cc1ccccc1

,,0,,0,,,,0,,,,,,,0,,CID897495,CCOC(=O)c1ccc(NS(=O)(=O)CC)cc1

0,,0,,0,,,,,,0,,,,,0,,CID2333550,CN1CCN(C(=O)c2cccc(S(=O)(=O)N3CCCCC3)c2)CC1

0,,,,0,,0,,,,,,,,,,0,CID3075496,O=C(Cc1c(C(=O)O)[nH]c2ccccc12)NCCN1CCN(c2cccc(Cl)c2)CC1

,,,,,,,,,,,,,,0,,,CID2119700,O=C(CCCSc1nc2ccccc2[nH]1)NCc1ccccc1F

,,,0,,0,,0,,,,,,,,,,CID1350527,CC(C)(C)NC(=O)Nc1ccc2nccnc2c1

,0,0,0,,,0,,,,,,0,,,,,CID2029949,c1ccc(OCCCc2nc(-c3ccccn3)no2)cc1

,,,,0,,,,,0,0,,0,,,,,CID730796,COc1ccc2[nH]c(C)c(CN3CCC(C)CC3)c(=O)c2c1

,,,,0,,,,,,0,,,,,,,CID2862333,CCOCCSC1=C(C#N)C(c2cccs2)C(C(C)=O)=C(C)N1

,0,,0,,,,0,,,,,,,,,0,CID648659,CCCn1c(SCC(=O)N2CCc3ccccc3C2)nc2c1c(=O)n(C)c(=O)n2C

,,,,,,,,,,,,,,0,,,CID785747,Cc1ccccc1Nc1nc2nonc2nc1N1CCOCC1

,,,,,,,,,,,,,,0,,,CID16193706,COc1ccc(NC(=O)CCc2nc3ccccc3[nH]2)cc1

,,,,,0,,,,,,0,,,,,,CID958574,Cc1ccc(OCC(=O)Nc2sc3c(c2C#N)CCC3)cc1

,,,,,0,,,,0,,0,,,,,,CID2549804,CCOc1ccc(NC(=O)CN(C)c2nnnn2-c2ccccc2)cc1OCC

0,,,,0,,,,,0,,,,,,,,CID4301104,O=C(NCc1nnc(SCC(=O)N2CCC(Cc3ccccc3)CC2)o1)c1ccccc1F

,,0,,,,,0,,,,,0,,,0,0,CID3237708,CCCCCNC(=O)CCn1c(=O)oc2ccccc21

,0,,,,,,,0,,,,0,,,,,CID652199,CCN(CC)CC(=O)N(CC(=O)Nc1c(C)cc(C)cc1C)C1CCCCC1

,,,0,,,,,,,,,,,,,,CID3237702,CC1CCCC(C)N1CCNC(=O)C1CCN(S(=O)(=O)N2CCCCC2)CC1

,,,,,,,,,,,,,0,,,,CID4649064,Cc1c(C(=O)NCC2COc3ccccc3O2)oc2ccc(S(=O)(=O)N(C)C3CCCCC3)cc12

,,,0,0,,,,,,0,,,,,,0,CID3237700,CC1CC(C)CN(CCCNC(=O)c2cn(C)c3ccc(S(=O)(=O)N4CCCC4)cc3c2=O)C1

,,,,,0,,,,,,,,,,,,CID4649066,O=C(NCCc1c[nH]c2ccccc12)C1CCC(Cn2c(=S)[nH]c3ccccc3c2=O)CC1

,0,0,,0,,,,0,,,,0,,,,,CID3237707,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCC2(CC1)OCCO2

,,,,,0,,,,0,,0,0,,,,,CID3237705,CC1(C(=O)NC2CCCC2)CCC(=O)N1CCC1=CCCCC1

0,,,,0,,0,,0,,,,,,,0,,CID975110,Cc1cc(C(F)F)n2nc(C(=O)NCc3ccccc3F)nc2n1

,,,,,,,,0,,,0,,,,,0,CID659901,CCCCNC(=O)Nc1ccc(C(O)(C(=O)OCC)C(F)(F)F)cc1

,,0,0,,,,0,,,0,,,,,,,CID659902,CC1CCCCN1c1nc(-c2ccncc2)nc2ccccc12

,,,,,,0,,,,,0,,,,,,CID659903,O=S(=O)(c1cccc2cccnc12)N1CCc2ccccc21

,,,,,,,,,,0,,,,,,,CID747184,Cc1cc2nc(SCCN3CCOCC3)[nH]c2cc1C

,,,0,,0,,,,,0,,,,,,,CID747185,Cc1cc2nc(SCCN3CCCC3)[nH]c2cc1C

0,0,,,,,,,,,,,,,,,,CID659906,N#Cc1c(N)n(CCOC(=O)c2ccc(Cl)cc2)c2nc3ccccc3nc12

0,,,0,0,,,,0,,,,,,,,,CID975117,Cc1ccc(NC(=O)COc2ccc3oc4c(c3c2)CCCC4)nc1

,0,,0,,,0,,,0,,,,,,,0,CID659908,Nc1nnc(CC(=O)NCc2ccccc2)s1

0,0,,,,,,,0,,,,,,,,,CID659909,CC1(C)Cc2c(C#N)c(NCc3ccco3)nc(-c3ccco3)c2CO1

0,,,0,0,,,,,,,,0,,,,,CID2570528,Fc1ccc(-c2nnc(CN3CCC(c4nc5ccccc5s4)CC3)o2)cc1

,,,0,0,,,,,,,,0,,,,0,CID31898,CN(C)S(=O)(=O)Nc1ccc(Oc2ccccc2)cc1

,0,,0,,,0,,,,,0,0,,0,,,CID2857923,CC1(C)CC(=O)C(C#N)=C(NCCCO)C1

,,0,,,,,,,,,,,,,,,CID3236256,Cc1[nH]c(=O)[nH]c1C(=O)CCCCC(=O)OCC(=O)Nc1ccccn1

,,,,0,,0,,0,,0,,0,,,,,CID3236255,COc1ccc(OC)c(NC(=O)C2CCN(S(=O)(=O)c3cccs3)CC2)c1

,0,0,,0,,,,,,,,,,,,,CID3236254,c1ccc(N2CCN(c3nc4ccccc4n4nnnc34)CC2)cc1

,,,,,,0,,0,,,0,,,,,,CID3236253,CCOC(=O)c1[nH]nc2c1C(=O)N(CC)C2=O

,,0,,0,0,,0,0,,,,,,,,,CID3236252,NS(=O)(=O)c1ccc(CCNC(=O)C2CCCN2C(=O)OCc2ccccc2)cc1

0,,0,,,,,,,,0,0,,,,0,,CID3236251,Cc1cc(C)cc(Nc2cc(=O)n(C3CCCCC3)c(=O)[nH]2)c1

,,0,0,,,,,0,0,0,,,,,,,CID3236250,CC(=O)N1CCCc2cc(S(=O)(=O)NC(C(=O)NC(C)c3ccccc3)C(C)C)ccc21

,,,,,,,,0,,,,,,,,,CID5389009,O=N/C=N/c1cccc2c1NON2

,,,,,,,,,0,0,,,,0,,,CID1452339,Cc1ccc(C(=O)CSc2nnnn2C(C)C)c(C)c1

,0,0,0,,,0,,,,,,,,,,0,CID3243369,CCCCCn1c(=S)[nH]c2ncccc2c1=O

,,,,,,,0,,,,,,,,,0,CID3243368,CCN1CCN(C(=O)c2ccc3c(=O)n(Cc4ccccc4OC)c(=S)[nH]c3c2)CC1

,,,,,,0,,,,,,0,,0,,,CID2953771,CN(C)S(=O)(=O)c1cc(C(=O)NCC2CCCO2)c(Cl)cc1Cl

0,,,,,,,,0,,,,,,,0,0,CID3243366,C=CCNC(=O)CCNS(=O)(=O)c1ccc(Br)cc1

0,,,,,,0,,,,0,0,,,,,0,CID2953773,CC(Oc1ccc(Br)cc1)C(=O)N1CCc2ccccc21

0,,0,,0,,,,,,,,,,,,,CID3243364,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(C)c(C)c3)C(C)C2)cc1C

,,,,0,,,,,,,,,,,,,CID3243363,CN(c1ccccc1)c1nc2ccsc2c(=O)s1

,,,,,0,,,,,,,,,,,,CID3243362,COc1ccccc1NC(=O)CCNC(=O)Cn1ccc2ccccc2c1=O

,0,,0,,0,0,0,,,,,,,,,0,CID3243361,Cc1nn(C)c(C)c1S(=O)(=O)NC1CCCc2ccccc21

,,,0,,,,,0,,,,0,0,,0,,CID3243360,COc1cccc(CNC(=O)CCn2c(=O)oc3ccccc32)c1

,,,0,,,,,,,,,,,,,,CID657504,CNC(=O)c1cc2c(ccc3ccccc32)oc1=N

,,,,,,,,,,,,,,0,,,CID9551608,CCN(CCNC(=O)CN(C)S(=O)(=O)c1cccc2nsnc12)c1ccccc1

,0,,0,,,,,,,,,,0,,,,CID657503,CCOc1c(C#N)c(C#N)c2nc(C)cc(C)n12

,,,,,,,0,,,0,,,,,,0,CID657500,CC1C2C(c3ccccc3)N(C)C(=O)N(C)C2N(C)C(=O)N1C

,,,,,0,,,,,0,,,,0,,,CID864596,COc1ccc(-n2nnnc2SCC(=O)Nc2ccccc2)cc1

,,,,,,,,,,,,,,0,,,CID9551604,CC(N/C=C1\N=C(c2ccccc2)OC1=O)c1ccccc1

,,,,,,,,,0,,,,,,,,CID9551602,CC(C)c1nc(SCC(=O)N2CCCc3ccccc32)c2c(=O)n(C)c(=O)n(C)c2n1

,,,,,,,,,,,,0,,,0,,CID77918,c1ccc(Cn2ccnc2)cc1

,,,,,,,,,,,0,,,,,,CID5342927,C=CCC1=CC=C/C(=C\Nn2c(C)nnc2C)C1=O

,,,0,,,0,,,0,,,0,0,,,,CID1245967,COC(=O)c1sccc1NC(=O)c1csc(C)c1

,,,,0,,,,,,0,,,,,,,CID2979288,CCOC(=O)C1=C(CSc2nccn2C)NC(=O)NC1c1ccc2c(c1)OCO2

,,,,,,,0,,,,,0,,,,,CID1132326,CC(=O)OCCn1c(=O)c2cc3c(=O)n(CCOC(C)=O)c(=O)c3cc2c1=O

,,,,,0,,,,,,0,,,0,,,CID1132322,CCC(=O)Nc1ccc(-c2cc(-c3ccccc3)nc(-c3ccc(NC(=O)CC)cc3)n2)cc1

,,0,0,,,,,,,,,,,,,,CID646179,CCC(C)NC(=O)C1CCCN(C(=O)Nc2ccc(F)cc2)C1

,,0,,,,,,0,,0,,0,0,0,0,,CID646178,CCc1nc(-c2ccc(-c3ccc(OC)cc3)nc2OC)no1

,0,,0,,,0,0,,,,,,,,,,CID2956696,CCC(NC(=O)Cn1cnc2c(=O)n(C)c(=O)n(C)c21)c1ccccc1

,,,,,,0,,,,,,0,,,,,CID646175,COc1ccc2cc(C#N)c(SCC(=O)N3CCCC3)nc2c1

,,,0,0,,,,,,,,,,,,0,CID646174,CS(=O)(=O)N1CCC(C(=O)Nc2ccc(F)cc2F)CC1

0,,,,,,0,,0,,,,,,,,,CID646177,Cc1ccc2c(c1)C(c1ccccc1)NCC(=O)N2

0,,,,,,,0,,0,,0,,,,,,CID646176,O=C(NC1CC1)c1cccc(Nc2ccc(-c3ccc4c(c3)OCCO4)nn2)c1

,,,,,,,,,,,,0,,,,0,CID646171,O=C(O)CSc1ncn[nH]1

0,,,,0,0,,,,,,,,,0,,,CID646170,Cc1occc1-c1nnc(SCC(=O)Nc2ccccc2)n1C(C)c1ccccc1

,,,,0,0,,,,0,,0,0,,,0,,CID646173,CCOc1ccc(C(=O)NCc2ccncc2)cc1

,,0,,,,,0,,,0,,,,,,,CID646172,COc1ccc(OCC(=O)N2CCN(CC3CC4C=CC3C4)CC2)cc1

,0,,,0,,0,,,0,,,0,,,,,CID722169,O=S1(=O)CCN2C(=N1)Sc1c2ccc2c1CCCC2

,,0,0,,,,0,0,,,,,,,0,0,CID970060,CN(c1ccccc1C(=O)NCc1ccccn1)S(C)(=O)=O

,,,,,,,,,,,,,0,0,,,CID1292651,CCS(=O)(=O)Nc1ccc(Cc2ccc(NS(=O)(=O)CC)cc2)cc1

,,,,,,,,0,,,,,,,,,CID722162,CCOC(=O)c1cnn(-c2ccc(C(F)(F)F)cn2)c1N

,,0,,,,0,,,,0,,,,,,0,CID5389006,CC1=N/C(=C\N(O)C(C)(C)/C=N/O)[N+]([O-])=C1C

,,,0,,,,,,,,,,,,,,CID346717,O=C(c1ccc(Cl)c(Cl)c1)N1CCOCC1

,,,,,,,,,,,0,,,,,,CID346715,CCCNC(=O)c1ccc(Cl)c(Cl)c1

,,,,0,,,,0,0,0,,0,,,,,CID2997890,CC(SCC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)C(=O)O

,,,,,,0,,0,,,,0,,0,,,CID2997891,Cc1nn(-c2ccccc2)c2sc(C(=O)OC3CCOC3=O)cc12

,,,0,0,,0,,,,,,,,,,,CID2997893,CC1(Cc2ccc3c(c2)OCO3)NC(=O)NC1=O

0,,,0,0,,,,0,,,,0,,,,,CID2997894,CC(C)CNC(=O)CSc1nnc(CN2CCCCCC2=O)n1-c1ccccn1

,,,,0,,,,,,,,,,,,,CID2997895,CN1CCN(S(=O)(=O)c2ccc(Sc3nnc(-c4cccs4)n3-c3ccccc3)nc2)CC1

,,,,,,,,,,,,,,,,0,CID2997896,CCOC(=O)C1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1

,0,,,,0,,0,,,,0,,0,,,,CID2997897,CC1CC(C)CN(CC(C)(C)NS(=O)(=O)c2ccccc2)C1

,,0,0,,,,,,,0,,,,,,,CID2997899,CN(C(=O)CSc1nc2ccccc2n1CCc1ccccc1)C1CCS(=O)(=O)C1

,,,,,0,,,,,,,,,,,,CID624454,CC(C)COc1ccc2c(c1)c1c3c(nccn32)CCC1

,,,,,,,,,,,,,,1,,,CID1312679,COc1cc2nc(COc3ccccc3[N+](=O)[O-])oc(=O)c2cc1OC

0,0,,,0,,,,,,0,,,,,0,0,CID2967484,CCOC(=O)N1CCN(C(=O)CN(Cc2ccccc2)S(=O)(=O)c2ccc(OC)c(C)c2)CC1

,,,,,,,,,,,,,,0,,,CID3118009,O=C(CN1C(=O)C2C3CCC(C3)C2C1=O)OCC(=O)c1cccc([N+](=O)[O-])c1

,,,,,,,0,,,,,,,,,,CID5389505,O=C1NC(=O)N(Cc2ccc(F)cc2)C(=O)/C1=C/NCCN1CCCCC1

,,,,,,,0,,,,,0,,,,,CID5389506,COc1ccc(N2C(=O)NC(=O)/C(=C\NC3CC3)C2=O)cc1

,0,,,,,,,,0,,,0,,0,,,CID5389507,CC/C(NCCO)=C1/C(=O)NC(=O)N(c2ccccc2)C1=O

,,,,,,0,,,,,,,,0,,,CID5389500,COc1ccccc1C1=C/C(=C2/C=C(Cl)C=CC2=O)NN1

,,,,,,,0,,,,,0,,,,,CID5389501,C/C(NCc1cccnc1)=C1/C(=O)NC(=O)N(Cc2ccccc2)C1=O

,,0,,,,,,,,,,,,,,,CID5389502,C=CCN1C(=O)NC(=O)/C(=C(/CC)Nc2cc(OC)ccc2OC)C1=O

,,,,0,,,,,,,,0,,0,0,0,CID2115705,COc1cc(C(=O)OCC(=O)NCc2ccco2)cc(OC)c1OC

,,,,,,,,,,,0,0,,,,,CID5389508,CC(NCc1ccco1)=C1C(=O)N(C)C(=O)N(C)C1=O

,,,,,0,,,,,,,,0,,,,CID5389509,CCC(NCc1ccc(F)cc1)=C1C(=O)N(C)C(=O)N(C)C1=O

,,,,,,,,,0,0,0,,0,,,,CID795253,COc1ccccc1CNS(=O)(=O)c1ccc(C)cc1

,0,0,,,0,,,,,,0,,,,,,CID340715,CCOC(=O)c1nnc2cc(-c3ccccc3)nn2c1C

,,,,0,,,,,0,0,,,,,0,0,CID1136958,COc1ccc(OC)c(N(CC(=O)Nc2ccc3c(c2)OCO3)S(=O)(=O)c2ccccc2)c1

,,,,,,,,,,,,,,,,0,CID6398905,O=N/C(C(=O)NC1CCCCC1)=C1\C=CC=CN1

,,0,,,,,,,,,,,,,0,,CID6398904,COc1cccc(/C(O)=C2/C(=O)C(=O)N(CCN3CCOCC3)C2c2cccs2)c1

,,,,,0,,,,,,,,,,,,CID4314835,COC(=O)c1sc2ccccc2c1-n1cccc1C(=O)C(=O)Nc1ccc(C)cc1

,,,,,,0,,,,,,,,,,,CID6398906,CCN(CC)CCN/C(O)=C1/C(=O)NC2=C(CCCC2)C1=O

,,,0,,,,,,,,,0,,,,0,CID6398901,CCNCCN/C(O)=C1/C(=O)NC2=C(CCCC2)C1=O

,,,,,,,,,,,,0,,,,,CID6398903,Cc1ccc(C)c(/C(O)=C2/C(=O)C(=O)N(CCN3CCOCC3)C2c2ccco2)c1

0,,,,,,,,,,,,,,,,,CID1076740,O=C(O)c1cccc(NS(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)c1

,,,,,,,,,,,,,0,,,,CID2855781,CC1=C(C(=O)OCc2ccc(C)cc2)C(c2ccc(O)c([N+](=O)[O-])c2)NC(=O)N1

,,,,,,,,,,,0,,0,,,,CID919266,Cc1nn(CC(=O)O)c(C)c1Cl

,,,,,,,,,,,,,,,,0,CID2150950,COc1ccc(C)c2s/c(=N\C(=O)C(C)C)n(C)c12

,,,,,,0,,,,,,,0,,,,CID2150951,COc1ccc(OC)c2c1s/c(=N\C(=O)C(C)C)n2C

0,,,0,,,,,0,,,0,,,,,0,CID2855787,CCOc1ccccc1C1NC(=O)NC(C)=C1C(=O)OC1CCCCC1

,,,,0,,,,,,0,,0,,,,,CID2968760,Cc1ccc(N(C(C)C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)S(C)(=O)=O)cc1

,0,,0,,,,,,,,,,,,,,CID834424,CSc1n[nH]c(NCc2ccccc2)n1

,0,,0,,,,0,,,,,,,,,,CID5330,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1

0,,,,,,0,,0,,,,,,,,0,CID2113703,Cc1cc(C)c(C(=O)CSc2nnc(-c3ccccc3Br)o2)cc1C

,0,0,,,,0,,,,,,,,,,,CID272762,CC(C)OC(=O)CN1C(=O)c2ccccc2C1=O

,,0,0,,,,,,,,,,,,0,,CID3238775,COc1cccc(CNC(=O)C2CCCN(c3nn4c(=O)cc(C)nc4s3)C2)c1

